model is 3-5-7-7-8-8-4-8-7-2-3-5-7-3-6-8-2-3-8-3-8-2-3-3
model is 5-8-7
model is 6-7-8-7-4-3-3-3-4-8-7-3-6-5-2-6-5-4-3-4-2-8-8-2-6
model is 5-7-3-8-7-5-2-8-2-3-4-5-6-8
model is 7-5-7-8-5
model is 2-8-4-8-4
model is 3-7-5-2-7-4-3-5-3-6-3-2-5-4-6-8-8-4
model is 3-8-5-7-6-5-6-2-2-5-3-2-6-7-2-5-3-8-3-8-8-5-8-5-3
model is 3-6-4-7-4-8-5-4-3-8-5-6-8-5-5-2
model is 4-3-2-2-8-2-6-2-2-4-5-3-5-7-3-4-8-5-4-4-6-5-3-3
model is 3-6-4-7-7-7-4-5-2-7
model is 5-3-4-2
model is 7-7-2-4-3-4-2-4-7-3-2-3-6-5-4-4-4
model is 5-6-5-8-4-5-3-3-2-4-6-6-4
model is 7-6-8-3-4-2-7-6-8-2-8-6-2-3-3-4-3-6-4-3-7-7-6-8-3
model is 5-7-5-2-7-5-6-7-6-3-6
model is 5-7-8
model is 6-3-7-5-3-8-8-6-6-4-2-7-4-5-8-2-7-2-6-3
model is 3-4-2-2-7-6-2-8-7-2-3-6-3-8-5-3-7-2-2-2-2-8-3-3-4-6-8-7-5
model is 3-4-6-2-7-6-4-2-3-2-3-2-2
model is 4-5-7-5
model is 8-2-2
model is 7-3-6-8-4-3-6-3-4
model is 5-7-2
model is 7-4-6-5-7-7-4-4-5-6-7-3-3-7-5-4-8-8-7-3-7-7-2-5-2-8-6
model is 7-3-2-5-7-3-3-5-6-7-2-2-5-2-7-7-5-6-8-5-3-3-3-6
model is 5-3-5-2-6-8-8-4-2-6-3-6-5-7-6-7-2-6-4-3-6-8-5-5-2
model is 8-2-5-7
model is 7-7-8-6-3-3-7-2-6-3-6-6-6-5-4-2-6-6-5-2-5-6-3-3-5-2-8-7-2-6
model is 3-7-3-6-7-7-5-5-4-5-6-5-3-5-3-6-6
model is 2-7-3-7-4-8-7-2-7-3-3
model is 2-7-4-6-8-4-4-4
model is 5-7-8-3-7
model is 3-7-5-7-4-5-3-5-8
model is 3-6-8-3-7-2-8-3-5-6-3-5-3-6-4-3-2-4-8-2-7-3-8-6
model is 6-2-4-4-8-3-2-6-5
model is 5-7-3-8-7-2-4-2-5-7-7-6-7-7-8-5-6-4-5-8-4-2-3-2-5-2-6-2-8-2
model is 8-5-6-6-8-5-3-4-5-5-8-2-6-3-2-7-3-6-8-7-3-8-4-3-2
model is 8-2-3-2-6-6-4-7-2-8-7-7-8-8
model is 5-3-3-2-6-3-8-7
model is 6-2-8-2-7-5-4-5-6-4-4-3-4-2-6
model is 4-8-4-3-7-6-8-6-2-2-8-6-3-4-4-8-5-5-3-3-4-3-5-5
model is 7-3-6-8-2-3-4-3-7-6-7-4-6-6-6-2-7-3-8-2-7-6-6-6-6-4-6
model is 4-6-5-6-3-4-3-5
model is 2-7-3-6-8-7-3-4-4-8-2-2-6-8
model is 7-2-8-3-5-3-4-4-5-4-5-7-4-4-3-4-7-6-2-2-4-2-8
model is 5-3-6-7-4-4-5-8-2-3-6-6-7-2-8-6-6-3-3-4-5-2-8-7-7-4-8-3-2
model is 5-6-6-2-5-5-4-6-3-6-2-6-5-4-4-6-4-3-7-4-7-4-3-2-5-6
model is 3-7
model is 3-7-4-7-4-7-7-4-4-4-3-8-7-4-7-5-7-8-6-6-4
model is 7-3-8-6-2-8-3-3-2-3-4-2-6-2-3-4-2-8-2,[excludes] 74-78,
model is 6-5-4-7-7-8-5-3-3-3-3-8-4-2-2-6-5-7-2-7-5-7-7-6-8-4,[excludes] 123-133,103-114,114-120,93-101,24-34,63-68,
model is 3-7-4,[excludes] 3-6,9-13,
model is 2-2-2-5-2-3-6-4-6-7-5-2-5-3-3-4-2-4-6-5-5-2,[excludes] 25-30,48-53,20-25,33-43,66-70,14-21,28-37,55-59,62-67,26-31,30-37,14-18,25-29,77-82,73-76,54-55,14-22,31-37,32-39,67-68,46-48,21-25,
model is 3-4-5-4-3-5-7-7,[excludes] 11-14,21-26,16-17,25-36,3-7,28-37,29-33,
model is 8-6-3-7-5-7-2-7-6-2-3-8-6-3-5-7-3-3-2-7-6-7-8-4-2-6-6,[excludes] 21-26,53-54,63-69,25-34,54-57,113-121,67-71,6-9,59-70,102-113,112-118,26-34,28-32,72-74,42-46,118-125,71-76,63-68,38-42,5-10,120-125,
model is 2-5-8-2-8-5-4-7-4-4-6-5,[excludes] 30-31,
model is 8-6-8-7-6-2-2-2-3,[excludes] 20-28,2-12,13-17,20-27,26-33,41-43,24-32,16-23,
model is 6-7-6-6,[excludes] 10-19,5-10,9-18,9-15,
model is 8-4-6-2-6-3-6-5-4-8-3-8-7-4-6-4-3-4-3-8-8-5-8-6-5-3-3-2,[excludes] 78-82,67-73,49-55,55-60,129-134,12-17,63-68,109-112,127-130,99-110,107-111,59-65,107-114,35-37,109-113,100-110,122-128,
model is 5-5-7,[excludes] 6-12,7-16,7-11,
model is 5-5-5,[excludes] 4-8,
model is 5-3-4-2-3-7-4-3-7-7-4-6-2-7-6-6-7-7-4-5-8-7-4-2-5,[excludes] 70-73,32-43,34-43,30-37,29-38,78-90,16-23,80-86,112-115,56-58,
model is 6-5-6-5-8-7-6-3-4-3-6-6-3-6-7-4-6-3-8-8-3-3-4-3-7,[excludes] 31-40,4-8,74-76,19-30,3-9,40-46,22-24,100-108,99-105,47-53,88-92,2-11,29-36,48-53,105-113,21-24,95-110,29-32,69-77,26-35,40-45,8-13,
model is 7-3-5-8-3-4-5-4-2-4-7-4-6-5-3-3,[excludes] 67-69,44-52,47-56,54-58,49-54,8-12,59-66,41-43,25-29,29-35,
model is 8-4-2-3-2-7-2-2-2-5-5-7-4-6-7-5-6-5-2-8,[excludes] 57-60,82-83,84-91,39-45,43-50,70-73,54-65,48-52,67-74,84-85,33-42,16-19,76-81,
model is 4-8-4-3-5-3-3-5-4-5-8-3-2-2-2-4-4-2-5,[excludes] 41-46,52-53,18-23,64-68,19-23,9-16,36-41,16-19,36-40,25-29,1-7,36-44,30-33,44-48,
model is 5-3-4-3-8-7-3-5-7-3-5-4-4-5-6-2-6-2-6-4,[excludes] 17-30,19-29,13-20,
model is 6-3-4-8-2-2-2-4-5-4,[excludes] 9-11,7-13,14-22,31-36,28-32,11-18,12-14,
model is 8-2-4-6-6,[excludes] 19-24,
model is 7-4-6-2-3-6-3-7-5-6-7-8-4-3-2-8-5-8-4-8-5-8-5,[excludes] 55-60,5-9,87-98,94-98,22-25,103-108,101-108,46-54,7-11,92-97,110-116,117-122,2-8,51-57,
model is 2-8-4-6-7-7-6-3-6-4-2-6-7-5-8-7-7-2,[excludes] 71-78,32-35,72-77,21-34,
model is 6-2-7,[excludes] 2-8,7-12,7-15,
model is 3-2-7-3-6-5-8-3-5-7-6-5-3-6-2-3,[excludes] 51-60,46-50,59-63,42-48,47-53,44-55,55-58,18-23,49-55,28-35,55-60,
model is 3-8-7-3-2-3-2-3,[excludes] 15-19,15-20,9-12,5-18,10-16,1-4,9-16,18-19,
model is 7-3-8-2-5-5-7-4,[excludes] 33-41,26-32,9-15,25-30,8-16,19-24,23-28,2-10,
model is 5-7-6-2-5-6-6-3-6-4-7-2-4-2-6-2-6-8-4-4-7-6-2-4-2,[excludes] 74-85,3-10,22-30,20-25,102-105,18-20,72-76,23-30,11-13,55-59,78-82,46-47,91-92,25-27,87-88,
model is 2-6-4-3-2-2,[excludes] 6-12,3-12,4-10,1-8,8-9,
model is 4-6-6-2-3-6-3-6-4-6-6-2-3-2-4,[excludes] 58-61,49-53,9-13,6-13,54-57,35-40,
model is 8-6-3-2-5-4-2-6-4-3-5-5-7-4-3-6-4-7-6-3,[excludes] 87-92,
model is 4-5-2-6-6-6-7-4-8-7-4-8-6-5-6-4-7-2-6-6-4-4-7-3-3-6-5-2-5-3,[excludes] 120-126,13-23,1-6,70-78,20-29,85-95,38-45,45-51,62-68,11-16,41-55,13-18,67-68,136-139,66-68,94-97,13-20,110-117,99-109,26-32,41-51,
model is 2-2-2-5-7-2-6-6-8-5-6-5-5-8-2-8-5-8-5-7-6-4-7-6-6-7-4-4-4-4,[excludes] 10-17,119-126,133-136,128-137,96-100,112-117,43-47,
model is 5-2-2-6-6-7-7-2-4-3-3-6-5-6-8-8-2-7-5-8-6-3-2-2,[excludes] 35-36,96-105,60-68,18-25,63-67,21-22,93-101,45-52,87-94,90-102,64-72,103-111,104-109,80-81,47-50,76-81,47-52,61-70,56-64,13-20,73-81,
model is 5-3-7-2-7-8-5-6-7-4-8-8-8-4-2-4-8-5-4-6-6-3,[excludes] 67-75,17-18,53-60,64-77,34-41,33-43,73-80,69-75,18-30,27-35,63-73,16-19,95-100,35-39,89-98,97-102,110-115,94-100,
model is 4-4-8-5-8-2-7-8-3-6-7-3-3-7-3-3-4-7-5-2-7-4-8-6-6-2-8-7,[excludes] 135-141,38-42,133-146,
model is 4-2-4-3-5-3-2-2-4-5-2-3-7-8-2-3-5,[excludes] 30-35,20-23,25-27,18-21,
model is 5-4-7-8-7,[excludes] 19-27,14-22,13-20,9-16,21-28,
model is 8-6-2-7-8-6-8-6,[excludes] 34-40,19-25,22-30,33-41,7-10,36-43,
model is 6-7-7-5-7-3-4-2-5-4,[excludes] 23-28,
model is 7-5-3-7-3-8-4-3-3-2-8,[excludes] 2-10,
model is 4-6-3-3-8-3-8-6-3-7-2-2-4-5-6-5-3-3-6-2-2-7-5-7-8-6-8-4,[excludes] 32-41,76-81,97-103,70-74,90-98,112-122,93-100,43-51,7-12,108-112,45-52,10-11,122-127,100-108,124-126,109-116,64-65,
model is 8-6-4-3-8-6-3-7-8-2-8-4-6-2-4-2-8-6-3-3-5-2-3-2,[excludes] 45-48,40-53,11-18,54-57,41-49,25-34,41-46,111-113,67-68,19-27,45-49,
model is 7-5-4-8-4-7-5-7-8-6,[excludes] 19-27,18-28,14-19,42-49,46-49,10-15,
model is 6-2-5-4-3-4-8-6-6-7-4-3-7-6-8-5-4-3-2-5-8-8-2-7-4-8-2-2,[excludes] 94-106,23-28,75-83,123-124,39-47,84-87,56-61,80-87,109-116,10-16,96-102,62-68,98-100,56-62,63-69,
model is 7-8-7-8-7-4-7-7-3-3-2-6-7-4-2-4-5-5-2-6-8-7-5-2-8,[excludes] 111-113,121-125,62-69,24-34,1-9,18-29,19-28,48-51,69-75,111-118,104-111,10-20,28-37,
model is 7-7-5-5-8-4-3-5-3-8-5-7-3-8-8-7-4-7-3,[excludes] 26-34,86-91,61-68,72-82,60-65,74-85,77-80,5-10,73-83,27-34,
model is 7-2-3-5-5,[excludes] 16-18,10-17,
model is 2-5,[excludes] 1-4,
model is 3-8-5-8-3-4-4-8-4-3-7-5-5-4-3,[excludes] 27-29,51-60,10-12,11-12,11-16,47-50,3-9,49-52,7-15,8-16,71-74,2-6,33-42,
model is 7-8-2-6-4-5-8-4-8-7-8-2-2-6-6-8-7-8-4-3-5-8-2-7,[excludes] 109-111,109-113,128-132,93-101,27-31,29-36,69-70,29-33,
